Word,Part of Speech,CEFR Level
mathematician,noun,B1
mathematics,n.,A2
maths,n.,A2
matter,verb,A2
mature,adjective,B2
mausoleum,noun,B2
max,noun,A2
maximize,v.,C1
maximum,noun,B1
may,modal auxiliary,A1
maybe,adv.,A1
mayor,n.,B2
me,pronoun,A1
meal,n.,A1
mean,v.,A1
meaning,n.,A1
meaningful,adj.,C1
means,n.,B2
meantime,n.,C1
meanwhile,adv.,B1
measure,verb,B1
measurement,n.,B2
meat,n.,A1
mechanic,n.,B2
mechanical,adj.,B2
mechanism,n.,B2
mechanize/mechanise,verb,B2
medal,n.,B2
media,n.,A2
medical,adj.,A2
medication,n.,B2
medicine,n.,A2
medieval,adj.,C1
medieval/mediaeval,adjective,B2
mediocre,adjective,B2
meditate,verb,B1
meditation,n.,C1
medium,noun,B1
meet,v.,A1
meeting,n.,A1
melody,n.,C1
melon,noun,A2
melt,v.,B2
member,n.,A1
membership,n.,B2
memo,n.,C1
memoir,n.,C1
memorable,adj.,B2
memorial,n.,C1
memorize/memorise,verb,B1
memory,n.,A2
mend,verb,B1
mental,adj.,B1
mentally,adverb,B1
mention,verb,B1
mentor,n.,C1
menu,n.,A1
merchandise,noun,B2
merchant,n.,C1
mercy,n.,C1
mere,adj.,C1
merely,adv.,C1
merge,v.,C1
merger,n.,C1
merit,n.,C1
merry,adjective,A1
mess,verb,B2
message,n.,A1
message board,noun,B1
messenger,noun,B2
messy,adjective,B1
metal,n.,A2
metaphor,n.,B2
meter,n.,A1
meter/metre,noun,A2
method,n.,A2
methodology,n.,C1
metre,n.,A1
metric,adjective,B2
micro,noun,B2
microbe,noun,B2
microcomputer,noun,B2
micrometer/micrometre,noun,B2
microorganism,noun,B2
microphone,noun,B2
microscope,noun,B2
microscopic,adjective,B2
microscopy,noun,B2
microwave,noun,B2
midday,noun,A2
middle,noun,A2
middle-aged,adjective,B1
midnight,n.,A1
midst,n.,C1
might,modal auxiliary,A2
mighty,adjective,B2
migration,n.,C1
mild,adj.,B1
mile,n.,A1
military,adjective,A2
militia,n.,C1
milk,n.,A1
mill,n.,C1
millimeter/millimetre,noun,B2
million,number,A2
millionaire,noun,B2
mimic,noun,B2
mind,verb,A2
mine,pronoun,A1
miner,n.,B2
mineral,n.,B2
mineral water,noun,A2
miniature,adjective,B2
minimal,adj.,C1
minimize,v.,C1
minimize/minimise,verb,B1
minimum,noun,B1
mining,n.,C1
minister,n.,B2
ministry,n.,C1
minor,adj.,B2
minority,n.,B2
mint,noun,B2
minus,preposition,B1
minute,noun,A1
minute1,n.,A1
minute2,adj.,C1
miracle,n.,C1
mirror,n.,A2
mischief,noun,B1
misconception,noun,B2
miserable,adj.,B2
misery,n.,C1
misfortune,noun,B2
mislead,verb,B1
misleading,adj.,C1
miss,v.,A1
missile,n.,C1
missing,adj.,A2
mission,n.,B2
mist,noun,B2
mistake,noun,A2
mistreat,verb,B2
mistrustful,adjective,B2
misty,adjective,B1
misunderstand,verb,B2
misunderstanding,noun,B1
mix,verb,A2
mixed,adj.,B2
mixing bowl,noun,B1
mixture,n.,B1
mob,n.,C1
mobile,noun,A1
mobile phone,noun,A1
mobility,n.,C1
mobilize,v.,C1
mock,adjective,B2
modal verb/modal,noun,B1
mode,n.,B2
model,verb,B1
modem,noun,B1
moderate,adj.,C1
modern,adj.,A1
modernization/modernisation,noun,B2
modernize/modernise,verb,B2
modest,adj.,B2
modification,n.,C1
modify,v.,B2
mogul,noun,B2
moisture,noun,B1
mold/mould,noun,B2
molecule,noun,B1
mom,n.,A1
moment,n.,A1
momentarily,adverb,B2
momentary,adjective,B2
momentum,n.,C1
mommy/mommie,noun,A1
monastery,noun,B2
money,n.,A1
monitor,verb,B1
monk,n.,C1
monkey,n.,A2
monopoly,n.,C1
monster,n.,B2
month,n.,A1
monthly,adj.,B2
monument,n.,B2
mood,n.,B1
moody,adjective,B2
moon,n.,A2
moonlight,noun,B2
moonscape,noun,B2
moral,noun,B1
morality,n.,C1
morally,adverb,B2
more,pronoun,A1
moreover,adv.,B2
morning,n.,A1
mortal,adjective,B2
mortar,noun,B2
mortgage,n.,B2
mortify,verb,B2
mosque,n.,B2
mosquito,noun,B1
moss,noun,B1
most,pronoun,A2
mostly,adv.,A2
mother,n.,A1
mother-in-law,noun,B2
motherland,noun,B1
motion,n.,B2
motionless,adjective,B1
motivate,v.,B2
motivated,adjective,B2
motivation,n.,B2
motive,n.,C1
motor,noun,B1
motorbike,noun,B2
motorcycle,n.,A2
motorist,n.,C1
motorway,noun,A2
motto,noun,B1
mount,v.,B2
mountain,n.,A1
mountaintop,noun,B1
mourn,verb,B1
mournful,adjective,B2
mouse,n.,A1
mouth,n.,A1
move,verb,A2
movement,n.,A2
mover,noun,B2
movie,n.,A1
moving,adj.,B2
much,pronoun,A1
mud,n.,B1
muddy,adjective,B2
mug,noun,A2
mule,noun,B1
multiple,adj.,B2
multiply,v.,B2
mum,n.,A1
mumble,verb,B2
municipal,adj.,C1
murder,verb,B1
murderer,noun,B1
murmur,noun,B2
muscle,n.,B1
muse,verb,B2
museum,n.,A1
mushroom,noun,A2
music,n.,A1
musical,noun,B2
musician,n.,A2
must,modal auxiliary,A1
mustache/moustache,noun,B2
mustard,noun,B1
mutability,noun,B2
mutable,adjective,B2
mutter,verb,B2
mutton,noun,B2
mutual,adj.,C1
my,determiner,A1
myself,pronoun,A2
mysterious,adj.,B2
mystery,n.,B1
mystify,verb,B2
myth,n.,B2
nail,n.,B1
naked,adj.,B2
name,verb,B1
namely,adv.,C1
nano,noun,B2
nap,noun,B1
napkin,noun,A2
narcissistic,adjective,B2
narrate,verb,B1
narrative,adjective,B1
narrator,noun,B2
narrow,adjective,B1
narrowly,adverb,B2
nasty,adj.,B2
nation,n.,B1
national,adjective,A2
nationalist,noun,B1
nationality,noun,A1
nationwide,adj.,C1
native,adjective,A2
native speaker,noun,B2
natural,adj.,A1
naturally,adv.,B1
nature,n.,A2
naughty,adjective,B2
naval,adj.,C1
navigate,verb,B2
navigation,n.,B2
navy,noun,B2
navy blue,adjective,B1
near,preposition,A1
nearby,adverb,B1
nearly,adv.,A2
neat,adj.,B1
necessarily,adv.,B1
necessary,adj.,A2
necessity,n.,B2
neck,n.,A2
necklace,noun,B1
nectar,noun,B1
need,verb,A2
needle,n.,B1
needless,adjective,B2
needy,adjective,B2
negative,adjective,A2
negatively,adverb,B2
neglect,noun,B2
negotiate,v.,B2
negotiation,n.,B2
neighbor,n.,A1
neighbor/neighbour,noun,A1
neighborhood,n.,A1
neighborhood/neighbourhood,noun,B1
neighboring/neighbouring,adjective,B2
neighbour,n.,A1
neighbourhood,n.,B1
neighbouring,adj.,C1
neither,pronoun,B2
nephew,noun,B1
nerve,n.,B2
nerves,noun,B2
nervous,adj.,A2
nervously,adverb,B2
nervousness,noun,B1
ness,noun,B1
nest,n.,C1
net,adj.,C1
netsurfer/net surfer,noun,B2
network,n.,A2
neurosis,noun,B2
neutral,adj.,B2
never,adv.,A1
nevertheless,adv.,B2
new,adj.,A1
newborn,adjective,B1
newcomer,noun,B1
newly,adv.,B2
news,n.,A1
newscaster,noun,B2
newsletter,n.,C1
newspaper,n.,A1
newsworthy,adjective,B2
next,pronoun,B2
next door,adverb,B1
next to,preposition,A2
next-door,adjective,B1
nice,adj.,A1
nicely,adverb,B2
niche,n.,C1
nickname,noun,B1
niece,noun,B1
night,n.,A1
nightclub,noun,B2
nightlife,noun,B1
nightmare,n.,B2
nine,number,A1
nineteen,number,A1
ninety,number,A1
no,determiner,A1
no one,pronoun,A2
nobility,noun,B2
noble,adj.,C1
nobleman,noun,B2
nobody,pronoun,A2
nod,v.,C1
noise,n.,A2
noisily,adverb,B1
noisy,adj.,A2
nomad,noun,B2
nominate,v.,C1
nomination,n.,C1
nominee,n.,C1
non-profit,adj.,C1
non-smoking,adjective,B2
none,pronoun,B1
nonetheless,adv.,C1
nonprofessional,adjective,B2
nonsense,n.,C1
noon,n.,C1
nor,conjunction,B1
norm,n.,B2
normal,adjective,A2
normally,adv.,A2
north,noun,A2
northeast,noun,B1
northeastern,adjective,B1
northern,adj.,B1
northward,adverb,B2
northwest,noun,B1
northwestern,adjective,B1
nose,n.,A1
nostril,noun,B2
not,adv.,A1
notable,adj.,C1
notably,adv.,C1
note,verb,A1
notebook,n.,B2
nothing,pronoun,A1
notice,verb,B1
noticeable,adjective,B1
noticeboard,noun,B1
notify,v.,C1
notion,n.,B2
notorious,adj.,C1
nought,noun,B2
noun,noun,A2
nourish,verb,B2
nourishment,noun,B2
novel,adj.,C1
novelist,n.,B2
novelty,noun,B2
now,conjunction,B2
nowadays,adv.,B2
nowhere,adv.,A2
nuclear,adj.,B1
nucleus,noun,B1
nuisance,noun,B2
number,noun,A1
numerical,adjective,B2
numerous,adj.,B2
nurse,n.,A1
nursery,n.,C1
nursing,adj.,B2
nut,n.,A2
nutrient,noun,B1
nutrition,n.,B2
nutritious,adjective,B1
nutshell,noun,B2
o'clock,adverb,A1
oak,noun,A2
oath,noun,B2
obedience,noun,B2
obedient,adjective,B2
obesity,n.,B2
obey,v.,B2
obituary,noun,B2
object,verb,B2
objection,n.,C1
objective,noun,B1
obligation,n.,B2
oblige,v.,C1
observation,n.,B2
observe,v.,B2
observer,n.,B2
obsess,v.,C1
obsession,n.,C1
obsessive,adjective,B2
obstacle,n.,B2
obtain,v.,B2
obvious,adj.,B1
obviously,adv.,B1
occasion,n.,B1
occasional,adj.,C1
occasionally,adv.,B2
occupation,n.,B2
occupy,v.,B2
occur,v.,B1
occurrence,n.,C1
ocean,n.,A1
odd,adj.,B1
odds,n.,C1
of,preposition,A1
off,preposition,B1
offence,n.,B2
offend,v.,B2
offender,n.,B2
offense,n.,B2
offense/offence,noun,B2
offensive,adj.,B2
offer,verb,A2
offering,n.,C1
offhand,adverb,B2
office,n.,A1
officer,n.,A2
official,noun,B2
officially,adverb,B1
offshore,adjective,B2
offspring,n.,C1
often,adv.,A1
oil,n.,A2
oily,adjective,B1
ointment,noun,B2
old,adj.,A1
old-fashioned,adj.,B1
olive,noun,B2
olive oil,noun,A2
omelet/omelette,noun,A2
on,preposition,A1
once,conjunction,B2
one,pronoun,A2
oneself,pronoun,B1
ongoing,adj.,B2
onion,n.,A1
online,adverb,A2
only,adverb,A1
onstage,adjective,B1
onto/on to,preposition,B1
open,verb,A1
opening,n.,B2
openly,adv.,B2
opera,n.,B2
operate,v.,B2
operation,n.,B1
operational,adj.,C1
operator,n.,B2
opinion,n.,A1
opponent,n.,B2
opportunity,n.,A2
oppose,v.,B2
opposed,adj.,B2
opposite,preposition,A2
opposition,n.,B2
oppress,verb,B1
oppression,noun,B1
opt,v.,C1
optical,adj.,C1
optimism,n.,C1
optimist,noun,B2
optimistic,adj.,B2
option,n.,A2
optional,adjective,B2
or,conjunction,A1
oral,adj.,C1
orange,noun,A1
orator,noun,B2
orbit,noun,B1
orchestra,n.,B2
orchestral,adjective,B2
orchid,noun,B2
order,verb,A2
orderly,adjective,B1
ordinary,adj.,A2
organ,n.,B2
organic,adj.,B2
organism,noun,B1
organization,n.,A2
organization/organisation,noun,B1
organizational,adj.,C1
organize,v.,A2
organize/organise,verb,A2
organized,adj.,B1
organized/organised,adjective,A2
organizer,n.,B1
organizer/organiser,noun,B2
orientation,n.,C1
origin,n.,B2
original,noun,B2
originality,noun,B2
originally,adv.,B1
originate,v.,C1
ornament,noun,B2
orphan,noun,A2
other,pronoun,A2
otherwise,adv.,B2
ought to,modal auxiliary,B1
ounce,noun,B2
our,determiner,A1
ours,pronoun,A1
ourselves,pronoun,A2
out,adverb,A1
out of,preposition,A2
out-of-date,adjective,B1
outback,noun,B2
outbreak,n.,C1
outcome,n.,B2
outdistance,verb,B2
outdo,verb,B2
outdoor,adj.,B1
outdoors,adv.,B1
outer,adj.,B2
outfit,n.,B2
outgrow,verb,B2
outing,n.,C1
outlaw,noun,B1
outlet,n.,C1
outline,verb,B1
outlive,verb,B2
outlook,n.,C1
outpatient,noun,B2
output,n.,B2
outrage,noun,B2
outrageous,adjective,B2
outshine,verb,B2
outside,preposition,A2
outsider,n.,C1
outskirts,noun,B2
outstanding,adj.,B2
outward,adjective,B1
outwardly,adverb,B2
outweigh,verb,B1
oval,adjective,B2
oven,n.,A2
over,preposition,A1
overall,adverb,B2
overboard,adverb,B2
overbook,verb,B2
overcoat,noun,B2
overcome,v.,B2
overemphasize/overemphasise,verb,B2
overestimate,verb,B2
overhear,verb,B2
overjoyed,adjective,B1
overlap,noun,B2
overlook,v.,C1
overly,adv.,C1
overnight,adv.,B2
overseas,adverb,A2
oversee,v.,C1
overshadow,verb,B2
oversize,adjective,B2
overstep,verb,B2
overtake,verb,B2
overthrow,verb,B2
overtime,noun,B2
overturn,v.,C1
overweight,adjective,A2
overwhelm,v.,C1
overwhelming,adj.,C1
overwork,noun,B1
ow,noun,B2
owe,v.,B2
owing,adjective,B1
owing to,preposition,B2
owl,noun,B2
own,verb,B1
owner,n.,A2
ownership,n.,B2
ox,noun,B2
oxygen,n.,B2
ozone,noun,B2
p.m./P.M./pm/PM,adverb,A1
pH,noun,B2
pa,noun,B2
pace,noun,B1
pacific,adjective,A2
pack,verb,A2
package,noun,B1
packed,adjective,B2
packet,n.,B2
packing,noun,B1
pad,n.,C1
paddle,noun,B1
page,n.,A1
paid,adjective,B1
pain,n.,A2
painful,adj.,B1
paint,verb,A1
paintbrush,noun,B2
painter,n.,A2
painting,n.,A1
pair,n.,A1
pajamas/pyjamas,noun,B2
pal,noun,A2
palace,n.,A2
pale,adj.,B1
pallet,noun,B2
palm,n.,B2
pan,n.,B1
pancake,noun,B2
pandemic,adjective,B2
panel,n.,B2
panic,n.,B2
pants,n.,A1
papaya,noun,B2
paper,n.,A1
paperless,adjective,B2
paperwork,noun,B2
parachute,noun,B1
parade,n.,B2
paradise,noun,B1
paradox,noun,B2
paragraph,n.,A1
paralysis,noun,B2
paralyze/paralyse,verb,B1
paramedic,adjective,B2
parameter,n.,C1
paratrooper,noun,B2
parcel,noun,B1
pardon,verb,B1
parent,n.,A1
parental,adj.,C1
parish,n.,C1
park,verb,A2
parking,n.,A2
parliament,n.,B2
parliamentary,adj.,C1
parrot,noun,B1
part,n.,A1
part-time,adverb,B1
partial,adj.,C1
partially,adv.,C1
participant,n.,B2
participate,v.,B1
participation,n.,B2
participle,noun,B1
particle,noun,B2
particular,adj.,A2
particularly,adv.,B1
partisan,noun,B2
partly,adv.,B2
partner,n.,A1
partnership,n.,B2
party,n.,A1
pass,verb,A2
passage,n.,B2
passenger,n.,A2
passing,n.,C1
passion,n.,B1
passionate,adj.,B2
passionately,adverb,B2
passive,adj.,C1
passport,n.,A1
password,n.,B2
past,preposition,A1
pasta,noun,A2
pastor,n.,C1
pastoral,adjective,B2
patch,n.,C1
patent,n.,C1
path,n.,B1
pathway,n.,C1
patience,n.,B2
patient,noun,A2
patiently,adverb,B2
patriot,noun,B2
patriotic,adjective,B2
patriotism,noun,B2
patrol,noun,B1
patron,n.,C1
pattern,n.,A2
pause,verb,B1
pave,verb,B2
pavement,noun,B2
paw,noun,B2
pawnbroker,noun,B2
pawnshop,noun,B2
pay,verb,A1
payment,n.,B1
pea,noun,A2
peace,n.,A2
peaceful,adj.,B1
peacefully,adverb,B2
peach,noun,B2
peak,n.,C1
peanut,noun,B1
pear,noun,A2
pearl,noun,B2
peasant,n.,C1
pebble,noun,B2
peculiar,adj.,C1
pedal,noun,B2
pedantic,adjective,B2
pedestrian,noun,B2
pee,verb,B2
peel,verb,B2
peep,noun,B2
peer,n.,B2
peg,noun,B2
pen,n.,A1
penalize/penalise,verb,B2
penalty,n.,B2
pence,noun,A2
pencil,n.,A1
penetrate,verb,B2
penfriend/pen friend,noun,A2
penguin,noun,B2
penicillin,noun,B2
penniless,adjective,B1
penny,n.,A2
pension,noun,B2
pension1,n.,B2
pentagon,noun,B2
people,n.,A1
pepper,n.,A1
per,preposition,B1
perceive,v.,B2
percent/per cent,noun,B1
percentage,n.,B1
perception,n.,B2
perfect,adj.,A1
perfectly,adv.,B1
perform,v.,A2
performance,n.,B1
performer,noun,B1
perfume,noun,A2
perhaps,adv.,A2
period,n.,A1
permanence,noun,B2
permanent,adj.,B2
permanently,adv.,B2
permeate,verb,B2
permission,n.,A2
permit,verb,B1
perseverance,noun,B2
persist,v.,C1
persistence,noun,B2
persistent,adj.,C1
person,n.,A1
personal,adj.,A1
personality,n.,A2
personally,adv.,B1
personification,noun,B2
personify,verb,B2
personnel,n.,C1
perspective,n.,B2
perspiration,noun,B2
persuade,v.,B1
persuasion,noun,B2
persuasive,adjective,B1
pessimist,noun,B2
pessimistic,adjective,B2
pet,n.,A2
petition,n.,C1
petrified,adjective,B2
petrol,n.,A2
petrol station,noun,A2
petty,adjective,B2
phantom,adjective,B1
pharmacist,noun,B2
pharmacy,noun,B1
phase,n.,B2
phenomenon,n.,B2
philosopher,n.,C1
philosophical,adj.,C1
philosophy,n.,B2
phoenix,noun,B1
phone,verb,A1
photo,n.,A1
photocopy,noun,B1
photograph,verb,B2
photographer,n.,B1
photography,n.,B1
phrasal verb,noun,B1
phrase,n.,A1
physical,adj.,A2
physically,adverb,A2
physician,n.,C1
physics,n.,A2
pi,noun,B2
piano,n.,A1
pick,verb,A1
pickle,noun,B2
picky,adjective,B2
picnic,noun,A1
picture,verb,B2
picturesque,adjective,B2
pie,noun,B1
piece,n.,A1
piety,noun,B1
pig,n.,A1
pile,noun,A2
pilgrim,noun,A2
pill,n.,B2
pillow,noun,B1
pillowcase,noun,B2
pilot,n.,A2
pin,verb,B1
pine,noun,B2
pineapple,noun,B1
pink,noun,A2
pint,noun,B2
pipe,n.,B1
pipeline,n.,C1
piracy,noun,B2
pirate,n.,C1
pit,n.,C1
pitch,n.,B2
pity,n.,B2
pizza,noun,A1
place,verb,B1
placement,n.,B2
plague,noun,B2
plain,adj.,B2
plan,verb,B1
plane,n.,A1
planet,n.,A2
planning,n.,B1
plant,verb,B1
plastic,noun,B1
plate,n.,A2
platform,n.,A2
play,verb,A1
player,n.,A1
playful,adjective,A2
playground,noun,A2
playmate,noun,B2
playwright,noun,B2
plea,n.,C1
plead,v.,C1
pleasant,adj.,B1
pleasantly,adverb,B1
please,verb,B1
pleased,adj.,A2
pleasing,adjective,A2
pleasure,n.,B1
plenty,pronoun,B1
plot,noun,B2
pluck,verb,B2
plug,verb,B2
plum,noun,B2
plumber,noun,B2
plunge,v.,C1
plural,noun,A2
plus,preposition,A2
pneumonia,noun,B2
pocket,n.,A2
pocket money,noun,B1
poem,n.,B1
poet,n.,B1
poetry,n.,B1
point,verb,A2
point of view,noun,B2
pointed,adj.,B2
pointless,adjective,B2
poison,verb,B2
poisonous,adj.,B1
polar bear,noun,B2
pole,n.,C1
police,n.,A1
police officer,noun,A2
police station,noun,A2
policeman,n.,A1
policewoman,noun,A2
policy,n.,B1
polio,noun,B2
polish,noun,B2
polite,adj.,A2
politely,adverb,B1
politeness,noun,B2
political,adj.,B1
politically,adverb,B2
politician,n.,B1
politics,n.,B1
polity,noun,B2
poll,n.,C1
pollutant,noun,B1
pollute,verb,A2
pollution,n.,A2
polo,noun,B2
pond,n.,C1
ponder,verb,B2
pool,n.,A1
poor,adj.,A1
pop,v.,C1
popcorn,noun,B1
popular,adj.,A1
popularity,n.,B2
popularize/popularise,verb,B2
population,n.,A2
porch,noun,B2
pork,noun,B1
port,n.,B1
portfolio,n.,C1
portion,n.,B2
portrait,n.,B1
portray,v.,C1
pose,v.,B2
posh,adjective,B2
position,noun,A2
positive,adjective,B1
positively,adverb,B1
possess,v.,B2
possessed,adjective,B2
possession,n.,A2
possessive,adjective,B1
possibility,n.,A2
possible,adj.,A1
possibly,adv.,B1
post,verb,A2
post office,noun,A2
post-war,adj.,C1
postal,adjective,B2
postcard,noun,B1
poster,n.,A2
postman,noun,B1
postpone,v.,C1
pot,n.,B1
potato,n.,A1
potent,adjective,B2
potential,noun,B1
potentially,adv.,B2
pottery,noun,B1
pound,n.,A1
pour,v.,B1
poverty,n.,B1
powder,n.,B1
power,noun,A2
powerful,adj.,B1
powerfully,adverb,B2
practical,adj.,B1
practicality,noun,B2
practically,adverb,B2
practice,n.,A1
practice/practise,verb,A1
practise,v.,A1
practitioner,n.,C1
praise,verb,B2
prance,noun,B2
prawn,noun,B2
pray,v.,B1
prayer,n.,B1
preach,v.,C1
precede,v.,B2
precedent,n.,C1
precious,adj.,B2
precise,adj.,B2
precisely,adv.,B2
precision,n.,C1
predator,n.,C1
predecessor,n.,C1
predicament,noun,B2
predicate,verb,B2
predicative,adjective,B2
predict,v.,A2
predictable,adj.,B2
prediction,n.,B1
predictive,adjective,B2
predictor,noun,B2
predominantly,adv.,C1
prefect,noun,B2
prefer,v.,A1
preferable,adjective,B2
preferably,adverb,B2
preference,n.,B2
prefix,noun,B1
pregnancy,n.,C1
pregnant,adj.,B2
prehistoric,adjective,B2
prehuman,noun,B2
preindustrial,adjective,B2
prejudge,verb,B2
prejudice,n.,C1
preliminary,adj.,C1
premier,n.,C1
premise,n.,C1
premium,n.,C1
preoccupy,verb,B2
preparation,n.,B2
prepare,v.,A1
prepared,adj.,B1
preposition,noun,B1
preschool,adjective,B1
prescribe,v.,C1
prescription,n.,C1
presence,n.,B2
present,verb,B2
presentation,n.,B1
presenter,noun,B2
presently,adv.,C1
preservation,n.,C1
preserve,v.,B2
preside,v.,C1
presidency,n.,C1
president,n.,A2
presidential,adj.,C1
press,verb,B1
pressure,n.,B1
prestige,noun,B2
prestigious,adj.,C1
presumably,adv.,C1
presume,v.,C1
pretend,v.,B1
pretty,adverb,A2
prevail,v.,C1
prevalence,n.,C1
prevent,v.,A2
prevention,n.,C1
preventive,adjective,B2
previous,adj.,B1
previously,adv.,B1
prey,n.,C1
price,verb,B2
priceless,adjective,B2
prick,noun,B2
pride,n.,B2
priest,n.,B1
primarily,adv.,B2
primary,adj.,B1
primary school,noun,B1
prime,adj.,B2
prime minister,noun,B2
primitive,adjective,B1
prince,n.,B1
princess,n.,B1
principal,noun,B2
principle,n.,B2
print,verb,A2
printer,n.,A2
printing,n.,B1
prior,adj.,B2
priority,n.,B2
prison,n.,A2
prisoner,n.,B1
privacy,n.,B2
private,adj.,B1
privately,adverb,B2
privatization,n.,C1
privilege,n.,C1
prize,n.,A2
pro,noun,A2
probability,n.,B2
probable,adj.,B2
probably,adv.,A1
probe,noun,B2
problem,n.,A1
problematic,adj.,C1
procedure,n.,B2
proceed,v.,B2
proceedings,n.,C1
proceeds,n.,C1
process,verb,B2
processing,n.,C1
processor,n.,C1
proclaim,v.,C1
procrastination,noun,B1
produce,verb,A2
producer,n.,B1
product,n.,A1
production,n.,B1
productive,adj.,C1
productivity,n.,C1
profession,n.,B1
professional,noun,B2
professor,n.,A2
profile,n.,A2
profit,n.,B1
profitable,adj.,C1
profound,adj.,C1
program/programme,verb,B1
programme,n.,A1
programmer,noun,B2
programming,n.,B2
progress,verb,B2
progressive,adj.,B2
prohibit,v.,B2
prohibition,noun,B1
project,verb,B2
projection,n.,C1
prom,noun,B2
prominence,noun,B2
prominent,adj.,C1
promise,verb,B1
promising,adj.,B2
promote,v.,B1
promotion,n.,B2
prompt,v.,B2
promptly,adverb,B2
pronoun,noun,B1
pronounce,v.,A2
pronounced,adj.,C1
pronunciation,noun,A2
proof,n.,B2
propaganda,n.,C1
proper,adj.,B1
properly,adv.,B1
property,n.,B1
proponent,noun,B2
proportion,n.,B2
proposal,n.,B2
propose,v.,B2
proposed,adjective,B2
proposition,n.,C1
prose,noun,B2
prosecute,v.,C1
prosecution,n.,C1
prosecutor,n.,C1
prospect,n.,B2
prospective,adj.,C1
prosper,verb,B2
prosperity,n.,C1
prosperous,adjective,B1
protect,v.,A2
protection,n.,B2
protective,adj.,C1
protein,n.,B2
protest,verb,B2
protester,n.,B2
protocol,n.,C1
proud,adj.,B1
proudly,adverb,B2
prove,v.,B1
proven,adjective,B2
proverb,noun,B1
provide,v.,A2
provided,conjunction,B1
province,n.,C1
provincial,adj.,C1
provision,n.,C1
provoke,v.,C1
proximity,noun,B2
psychiatric,adj.,C1
psychological,adj.,B2
psychologically,adverb,B2
psychologist,n.,B2
psychology,n.,B2
pub,n.,A2
public,noun,A2
public transport,noun,B1
publication,n.,B2
publicity,n.,B2
publicize/publicise,verb,B2
publicly,adverb,B1
publish,v.,A2
publisher,noun,B1
publishing,n.,B2
pudding,noun,B2
pull,verb,A2
pullover,noun,B1
pulse,n.,C1
pump,noun,B1
pumpkin,noun,B2
punch,verb,B2
punctual,adjective,B2
punctuality,noun,B2
punctuation,noun,A2
punish,v.,B1
punishment,n.,B1
punk,n.,B2
pupil,n.,B2
puppy,noun,B1
purchase,verb,B2
pure,adj.,B2
purely,adv.,B2
purify,verb,B1
purple,noun,A1
purpose,n.,A2
purposeful,adjective,B2
purse,noun,B1
pursue,v.,B2
pursuit,n.,B2
push,verb,A1
put,v.,A1
puzzle,n.,B2
puzzled,adjective,B2
quake,noun,B1
qualification,n.,B1
qualified,adj.,B1
qualify,v.,B1
quality,n.,A2
quantify,verb,B2
quantity,n.,A2
quarantine,noun,B2
quarrel,verb,B2
quarrelsome,adjective,B2
quarter,n.,A1
queen,n.,A2
queer,adjective,B2
query,n.,C1
quest,n.,C1
question,verb,B2
question mark,noun,B1
questionnaire,n.,B2
queue,verb,B2
quick,adj.,A1
quickly,adv.,A1
quiet,adj.,A1
quietly,adv.,A2
quit,v.,B1
quite,adv.,A1
quiz,noun,A2
quota,n.,C1
quotable,adjective,B2
quotation,n.,B1
quote,verb,B2
rabbit,noun,A1
race,verb,B1
racial,adj.,B2
racing,n.,B1
racism,n.,B2
racist,noun,B2
rack,noun,B2
racket,noun,A2
radar,n.,C1
radiate,verb,B2
radiation,n.,B2
radical,adj.,C1
radically,adverb,B2
radio,n.,A1
radium,noun,B2
rafter,noun,B2
rag,noun,B2
rage,n.,C1
rail,n.,B2
railroad,n.,A2
railway,n.,A2
rain,verb,A1
rainbow,noun,B2
raincoat,noun,A2
rainfall,noun,B1
rainforest,noun,B1
rainstorm,noun,B2
rainy,adjective,A1
raise,v.,A2
rally,noun,B2
ram,noun,B2
ramp,noun,B2
random,adj.,B2
range,verb,B2
ranger,noun,B2
rank,noun,B1
ranking,n.,C1
rap,verb,B1
rape,verb,B2
rapid,adj.,B2
rapidly,adv.,B2
rare,adj.,B1
rarely,adv.,B1
rash,adjective,B2
raspberry,noun,B1
rat,n.,B2
rate,verb,B2
rather,adv.,A2
rating,n.,B2
ratio,n.,C1
ration,noun,B1
rational,adj.,C1
rattle,noun,B2
ravage,noun,B2
raw,adj.,B2
ray,n.,C1
razor,noun,B1
reach,verb,A2
react,v.,A2
reaction,n.,B1
read,v.,A1
reader,n.,A1
readily,adv.,C1
reading,n.,A1
ready,adj.,A1
real,adj.,A1
real estate,noun,B2
realistic,adj.,B2
reality,n.,B1
realization,n.,C1
realization/realisation,noun,B2
realize,v.,A2
realize/realise,verb,A2
really,adv.,A1
realm,n.,C1
rear,adjective,B2
rearrange,verb,B1
reason,n.,A1
reasonable,adj.,B2
reasonably,adv.,B2
reasoning,n.,C1
reassure,v.,C1
rebel,n.,C1
rebellion,n.,C1
rebellious,adjective,B2
rebuild,v.,B2
recall,v.,B2
receipt,n.,B1
receive,v.,A2
receiver,n.,B2
recent,adj.,A2
recently,adv.,A2
reception,n.,A2
receptionist,noun,A2
recession,n.,B2
recipe,n.,A2
recipient,n.,C1
recite,verb,B1
reckon,v.,B2
reclaim,verb,B1
recognition,n.,B2
recognize,v.,A2
recognize/recognise,verb,B1
recollect,verb,B2
recollection,noun,B2
recommend,v.,A2
recommendable,adjective,B2
recommendation,n.,B1
reconsider,verb,B2
reconstruction,n.,C1
record,verb,A2
